stars,review_count,GoodForKids,Alcohol,BusinessAcceptsCreditCards,WiFi,BikeParking,ByAppointmentOnly,WheelechairAccessible,OutdoorSeating,RestaurantsReservations,DogsAllowed,Caters
4,599,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4.5,22,(Missing),(Missing),(Missing),'free',(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,119,TRUE,(Missing),TRUE,'free',TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),FALSE
4,25,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,19,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,12,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,7,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4,13,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),(Missing)
2,22,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,32,TRUE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,955,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
2,29,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,82,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,TRUE,FALSE
4,56,TRUE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
5,3,(Missing),(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,37,TRUE,'none',TRUE,'no',FALSE,(Missing),TRUE,FALSE,FALSE,(Missing),(Missing)
1.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,82,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
3.5,7,(Missing),(Missing),(Missing),'no',(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4,60,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
4,16,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,806,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
4.5,18,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
1.5,65,TRUE,(Missing),TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,9,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing)
3.5,80,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3,24,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),(Missing)
4,4,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,141,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
4,567,TRUE,'none',TRUE,'free',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2,4,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,33,TRUE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3.5,223,TRUE,'none',TRUE,'free',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
3,76,TRUE,(Missing),(Missing),'free',(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing)
3,4,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,497,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
2.5,15,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,2307,FALSE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3,5,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2,24,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,69,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3,110,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,163,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
2,53,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,80,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,81,FALSE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3.5,634,(Missing),'full_bar',TRUE,'free',TRUE,FALSE,(Missing),TRUE,FALSE,(Missing),(Missing)
3.5,24,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.5,79,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,TRUE,TRUE
3,86,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),TRUE
4,90,(Missing),(Missing),TRUE,'free',FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
4.5,15,(Missing),'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),TRUE
3,87,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
4,21,(Missing),(Missing),TRUE,'no',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,24,(Missing),'full_bar',TRUE,'paid',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3,103,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3,70,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,43,FALSE,(Missing),TRUE,'no',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
3.5,13,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,456,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
3,331,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
2.5,136,TRUE,'none',TRUE,'no',FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3,209,TRUE,'none',TRUE,'free',TRUE,FALSE,(Missing),TRUE,(Missing),FALSE,FALSE
5,289,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
4,11,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,16,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,10,(Missing),'full_bar',TRUE,(Missing),FALSE,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
2,16,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,12,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
2,12,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,351,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2,53,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4.5,32,TRUE,(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
4,19,TRUE,'none',TRUE,'free',FALSE,(Missing),FALSE,FALSE,FALSE,FALSE,FALSE
4,11,TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,414,(Missing),(Missing),TRUE,'free',TRUE,(Missing),TRUE,TRUE,(Missing),(Missing),TRUE
4,11,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
3,60,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3.5,896,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
4,50,(Missing),'full_bar',TRUE,(Missing),(Missing),(Missing),TRUE,TRUE,TRUE,(Missing),FALSE
3,43,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
3,7,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
5,4,TRUE,'none',(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing)
3.5,533,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
2,20,TRUE,(Missing),TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,50,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
2.5,69,TRUE,'beer_and_wine',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2,15,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,41,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
1.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,166,FALSE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
2,56,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,79,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3,87,TRUE,'none',TRUE,'free',FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2.5,39,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4.5,165,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,11,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,12,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4,131,TRUE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3.5,4628,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
4,84,TRUE,(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),TRUE
3.5,19,TRUE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
1.5,27,TRUE,(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,13,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,72,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
4.5,68,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,(Missing)
4.5,528,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
4,9,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,99,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,312,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,TRUE
4,11,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,191,(Missing),'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,57,TRUE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
4,23,FALSE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
4,151,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
3,77,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),(Missing),FALSE
4,61,(Missing),(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,TRUE
3.5,52,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3,11,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,19,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,31,(Missing),(Missing),TRUE,(Missing),FALSE,FALSE,(Missing),(Missing),(Missing),(Missing),(Missing)
4,8,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,6,(Missing),'none',TRUE,'free',FALSE,(Missing),FALSE,FALSE,TRUE,FALSE,(Missing)
4.5,196,(Missing),'none',TRUE,'free',(Missing),(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
3,75,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4,62,FALSE,'full_bar',TRUE,'paid',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3,14,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3,10,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
4.5,1427,TRUE,'none',FALSE,'no',TRUE,FALSE,(Missing),FALSE,TRUE,FALSE,(Missing)
4.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,22,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.5,65,TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing)
3.5,1169,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
3.5,1120,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),TRUE,TRUE,FALSE,FALSE
4,21,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4,1806,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
2.5,61,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
4.5,74,(Missing),'none',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
3.5,6,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,200,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4,130,TRUE,'full_bar',TRUE,'free',TRUE,FALSE,(Missing),FALSE,FALSE,FALSE,FALSE
4,135,(Missing),'full_bar',TRUE,'free',FALSE,(Missing),TRUE,TRUE,TRUE,FALSE,(Missing)
3.5,7,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
3.5,167,(Missing),'none',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,(Missing),(Missing),TRUE
3.5,88,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
4.5,370,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing)
3.5,6,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,1217,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4,80,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),TRUE,(Missing),(Missing),TRUE
4,39,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,49,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,FALSE,(Missing),FALSE
3.5,142,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),TRUE
2.5,5,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,7,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,12,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,30,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,8,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,16,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
1,3,FALSE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.5,161,(Missing),(Missing),TRUE,'no',FALSE,(Missing),TRUE,FALSE,(Missing),(Missing),TRUE
3,30,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
2.5,45,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
3.5,32,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4,1366,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,TRUE,FALSE
3.5,27,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,44,(Missing),'none',TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),(Missing),FALSE
2.5,16,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,374,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3,349,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
3,4,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,749,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
2.5,6,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,32,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),FALSE,FALSE
2,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,8,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
1.5,88,TRUE,'none',TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,75,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),FALSE,TRUE
4.5,7,(Missing),'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),FALSE
2.5,48,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3,32,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,68,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,55,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
5,13,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4,576,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
3.5,131,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
2,25,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),FALSE
4,211,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
4,158,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3.5,10,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),(Missing)
4,267,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
3,45,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,FALSE,(Missing),FALSE
2.5,10,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,30,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,109,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
5,9,(Missing),'none',TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
3.5,21,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4,79,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3,26,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,14,(Missing),(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,TRUE
4,110,(Missing),(Missing),TRUE,'no',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE
3.5,5,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,27,(Missing),'full_bar',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
4.5,211,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
3.5,140,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,279,FALSE,'full_bar',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
3.5,425,TRUE,'beer_and_wine',TRUE,'no',TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3.5,19,FALSE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3.5,312,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2,59,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
5,84,(Missing),(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),TRUE
4.5,38,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4,25,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,34,TRUE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.5,114,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),FALSE
4,175,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,FALSE,TRUE
4,41,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing)
3,10,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
3,4,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2,11,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,93,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3,399,FALSE,'full_bar',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),TRUE
3,66,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,231,TRUE,(Missing),TRUE,'no',(Missing),(Missing),(Missing),TRUE,(Missing),TRUE,FALSE
2,9,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,123,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,FALSE,FALSE,TRUE
5,55,TRUE,'none',TRUE,'no',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
2.5,11,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,54,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,TRUE,TRUE
4,324,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,TRUE,TRUE
4.5,24,(Missing),'none',TRUE,'no',TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),TRUE
4,630,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3,42,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
